"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work","Gloss.math.with.ones"
"16140",28,"googleuninum-san-twentyseven-1","googleuninum-san","Ritchie2019","twentyseven",27,"सप्त विंशतिः","sptvinshtih",NA,NA,"7+(2′⋅10′)","","7+20","RE-GLOSSED","7+(2′⋅10′)","7+2⋅10","7+abs(abs(2*10))",1,27,TRUE,"7+(2⋅10)"
"16141",29,"googleuninum-san-twentyeight-1","googleuninum-san","Ritchie2019","twentyeight",28,"अष्टा विंशतिः","assttaavinshtih",NA,NA,"8+(2′⋅10′)","","8+20","RE-GLOSSED","8+(2′⋅10′)","8+2⋅10","8+abs(abs(2*10))",1,28,TRUE,"8+(2⋅10)"
"16142",30,"googleuninum-san-twentynine-1","googleuninum-san","Ritchie2019","twentynine",29,"नव विंशतिः","nvvinshtih",NA,NA,"9+(2′⋅10′)","","9+20","RE-GLOSSED","9+(2′⋅10′)","9+2⋅10","9+abs(abs(2*10))",1,29,TRUE,"9+(2⋅10)"
"16143",31,"googleuninum-san-thirty-1","googleuninum-san","Ritchie2019","thirty",30,"त्रिंशत्","trinsht",NA,NA,"3⋅10′","","","RE-GLOSSED","3⋅10′","3⋅10","abs(3*10)",1,30,TRUE,"3⋅10"
"16144",32,"googleuninum-san-thirtyone-1","googleuninum-san","Ritchie2019","thirtyone",31,"एक त्रिंशत्","ektrinsht",NA,NA,"1+(3⋅10′)","","","RE-GLOSSED","1+(3⋅10′)","1+3⋅10","1+abs(abs(3*10))",1,31,TRUE,"1+(3⋅10)"
"16145",33,"googleuninum-san-thirtytwo-1","googleuninum-san","Ritchie2019","thirtytwo",32,"द्वा त्रिंशत्","dvaatrinsht",NA,NA,"2+(3⋅10′)","","","RE-GLOSSED","2+(3⋅10′)","2+3⋅10","2+abs(abs(3*10))",1,32,TRUE,"2+(3⋅10)"
"16146",34,"googleuninum-san-thirtythree-1","googleuninum-san","Ritchie2019","thirtythree",33,"त्रयस् त्रिंशत्","trystrinsht",NA,NA,"3+(3⋅10′)","","","RE-GLOSSED","3+(3⋅10′)","3+3⋅10","3+abs(abs(3*10))",1,33,TRUE,"3+(3⋅10)"
"16147",35,"googleuninum-san-thirtyfour-1","googleuninum-san","Ritchie2019","thirtyfour",34,"चतुस् त्रिंशत्","ctustrinsht",NA,NA,"4+(3⋅10′)","","","RE-GLOSSED","4+(3⋅10′)","4+3⋅10","4+abs(abs(3*10))",1,34,TRUE,"4+(3⋅10)"
"16148",36,"googleuninum-san-thirtyfive-1","googleuninum-san","Ritchie2019","thirtyfive",35,"पञ्च त्रिंशत्","pnyctrinsht",NA,NA,"5+(3⋅10′)","","","RE-GLOSSED","5+(3⋅10′)","5+3⋅10","5+abs(abs(3*10))",1,35,TRUE,"5+(3⋅10)"
"16149",37,"googleuninum-san-thirtysix-1","googleuninum-san","Ritchie2019","thirtysix",36,"षड् त्रिंशत्","ssddtrinsht",NA,NA,"6+(3⋅10′)","","","RE-GLOSSED","6+(3⋅10′)","6+3⋅10","6+abs(abs(3*10))",1,36,TRUE,"6+(3⋅10)"
"16150",38,"googleuninum-san-thirtyseven-1","googleuninum-san","Ritchie2019","thirtyseven",37,"सप्त त्रिंशत्","spttrinsht",NA,NA,"7+(3⋅10′)","","","RE-GLOSSED","7+(3⋅10′)","7+3⋅10","7+abs(abs(3*10))",1,37,TRUE,"7+(3⋅10)"
"16151",39,"googleuninum-san-thirtyeight-1","googleuninum-san","Ritchie2019","thirtyeight",38,"अष्टा त्रिंशत्","assttaatrinsht",NA,NA,"8+(3⋅10′)","","","RE-GLOSSED","8+(3⋅10′)","8+3⋅10","8+abs(abs(3*10))",1,38,TRUE,"8+(3⋅10)"
"16152",40,"googleuninum-san-thirtynine-1","googleuninum-san","Ritchie2019","thirtynine",39,"नव त्रिंशत्","nvtrinsht",NA,NA,"9+(3⋅10′)","","","RE-GLOSSED","9+(3⋅10′)","9+3⋅10","9+abs(abs(3*10))",1,39,TRUE,"9+(3⋅10)"
"16153",41,"googleuninum-san-forty-1","googleuninum-san","Ritchie2019","forty",40,"चत्वारिंशत्","ctvaarinsht",NA,NA,"4⋅10′","","","RE-GLOSSED","4⋅10′","4⋅10","abs(4*10)",1,40,TRUE,"4⋅10"
"16154",42,"googleuninum-san-fortyone-1","googleuninum-san","Ritchie2019","fortyone",41,"एक चत्वारिंशत्","ekctvaarinsht",NA,NA,"1+(4⋅10′)","","","RE-GLOSSED","1+(4⋅10′)","1+4⋅10","1+abs(abs(4*10))",1,41,TRUE,"1+(4⋅10)"
"16155",43,"googleuninum-san-fortytwo-1","googleuninum-san","Ritchie2019","fortytwo",42,"द्वा चत्वारिंशत्","dvaactvaarinsht",NA,NA,"2+(4⋅10′)","","","RE-GLOSSED","2+(4⋅10′)","2+4⋅10","2+abs(abs(4*10))",1,42,TRUE,"2+(4⋅10)"
"16156",44,"googleuninum-san-fortythree-1","googleuninum-san","Ritchie2019","fortythree",43,"त्रयश् चत्वारिंशत्","tryshctvaarinsht",NA,NA,"3+(4⋅10′)","","","RE-GLOSSED","3+(4⋅10′)","3+4⋅10","3+abs(abs(4*10))",1,43,TRUE,"3+(4⋅10)"
"16157",45,"googleuninum-san-fortyfour-1","googleuninum-san","Ritchie2019","fortyfour",44,"चतुश् चत्वारिंशत्","ctushctvaarinsht",NA,NA,"4+(4⋅10′)","","","RE-GLOSSED","4+(4⋅10′)","4+4⋅10","4+abs(abs(4*10))",1,44,TRUE,"4+(4⋅10)"
"16158",46,"googleuninum-san-fortyfive-1","googleuninum-san","Ritchie2019","fortyfive",45,"पञ्च चत्वारिंशत्","pnycctvaarinsht",NA,NA,"5+(4⋅10′)","","","RE-GLOSSED","5+(4⋅10′)","5+4⋅10","5+abs(abs(4*10))",1,45,TRUE,"5+(4⋅10)"
"16159",47,"googleuninum-san-fortysix-1","googleuninum-san","Ritchie2019","fortysix",46,"षड् चत्वारिंशत्","ssddctvaarinsht",NA,NA,"6+(4⋅10′)","","","RE-GLOSSED","6+(4⋅10′)","6+4⋅10","6+abs(abs(4*10))",1,46,TRUE,"6+(4⋅10)"
"16160",48,"googleuninum-san-fortyseven-1","googleuninum-san","Ritchie2019","fortyseven",47,"सप्त चत्वारिंशत्","sptctvaarinsht",NA,NA,"7+(4⋅10′)","","","RE-GLOSSED","7+(4⋅10′)","7+4⋅10","7+abs(abs(4*10))",1,47,TRUE,"7+(4⋅10)"
"16161",49,"googleuninum-san-fortyeight-1","googleuninum-san","Ritchie2019","fortyeight",48,"अष्ट चत्वारिंशत्","assttctvaarinsht",NA,NA,"8+(4⋅10′)","","","RE-GLOSSED","8+(4⋅10′)","8+4⋅10","8+abs(abs(4*10))",1,48,TRUE,"8+(4⋅10)"
"16162",50,"googleuninum-san-fortynine-1","googleuninum-san","Ritchie2019","fortynine",49,"नव चत्वारिंशत्","nvctvaarinsht",NA,NA,"9+(4⋅10′)","","","RE-GLOSSED","9+(4⋅10′)","9+4⋅10","9+abs(abs(4*10))",1,49,TRUE,"9+(4⋅10)"
"16163",51,"googleuninum-san-fifty-1","googleuninum-san","Ritchie2019","fifty",50,"पञ्चाशत्","pnycaasht",NA,NA,"5⋅10′","","","RE-GLOSSED","5⋅10′","5⋅10","abs(5*10)",1,50,TRUE,"5⋅10"
"16164",52,"googleuninum-san-fiftyone-1","googleuninum-san","Ritchie2019","fiftyone",51,"एक पञ्चाशत्","ekpnycaasht",NA,NA,"1+(5⋅10′)","","","RE-GLOSSED","1+(5⋅10′)","1+5⋅10","1+abs(abs(5*10))",1,51,TRUE,"1+(5⋅10)"
"16165",53,"googleuninum-san-fiftytwo-1","googleuninum-san","Ritchie2019","fiftytwo",52,"द्वि पञ्चाशत्","dvipnycaasht",NA,NA,"2+(5⋅10′)","","","RE-GLOSSED","2+(5⋅10′)","2+5⋅10","2+abs(abs(5*10))",1,52,TRUE,"2+(5⋅10)"
"16166",54,"googleuninum-san-fiftythree-1","googleuninum-san","Ritchie2019","fiftythree",53,"त्रि पञ्चाशत्","tripnycaasht",NA,NA,"3+(5⋅10′)","","","RE-GLOSSED","3+(5⋅10′)","3+5⋅10","3+abs(abs(5*10))",1,53,TRUE,"3+(5⋅10)"
"16167",55,"googleuninum-san-fiftyfour-1","googleuninum-san","Ritchie2019","fiftyfour",54,"चतुष् पञ्चाशत्","ctusspnycaasht",NA,NA,"4+(5⋅10′)","","","RE-GLOSSED","4+(5⋅10′)","4+5⋅10","4+abs(abs(5*10))",1,54,TRUE,"4+(5⋅10)"
"16168",56,"googleuninum-san-fiftyfive-1","googleuninum-san","Ritchie2019","fiftyfive",55,"पञ्च पञ्चाशत्","pnycpnycaasht",NA,NA,"5+(5⋅10′)","","","RE-GLOSSED","5+(5⋅10′)","5+5⋅10","5+abs(abs(5*10))",1,55,TRUE,"5+(5⋅10)"
"16169",57,"googleuninum-san-fiftysix-1","googleuninum-san","Ritchie2019","fiftysix",56,"षड् पञ्चाशत्","ssddpnycaasht",NA,NA,"6+(5⋅10′)","","","RE-GLOSSED","6+(5⋅10′)","6+5⋅10","6+abs(abs(5*10))",1,56,TRUE,"6+(5⋅10)"
"16170",58,"googleuninum-san-fiftyseven-1","googleuninum-san","Ritchie2019","fiftyseven",57,"सप्त पञ्चाशत्","sptpnycaasht",NA,NA,"7+(5⋅10′)","","","RE-GLOSSED","7+(5⋅10′)","7+5⋅10","7+abs(abs(5*10))",1,57,TRUE,"7+(5⋅10)"
"16171",59,"googleuninum-san-fiftyeight-1","googleuninum-san","Ritchie2019","fiftyeight",58,"अष्ट पञ्चाशत्","assttpnycaasht",NA,NA,"8+(5⋅10′)","","","RE-GLOSSED","8+(5⋅10′)","8+5⋅10","8+abs(abs(5*10))",1,58,TRUE,"8+(5⋅10)"
"16172",60,"googleuninum-san-fiftynine-1","googleuninum-san","Ritchie2019","fiftynine",59,"नव पञ्चाशत्","nvpnycaasht",NA,NA,"9+(5⋅10′)","","","RE-GLOSSED","9+(5⋅10′)","9+5⋅10","9+abs(abs(5*10))",1,59,TRUE,"9+(5⋅10)"
"16173",61,"googleuninum-san-sixty-1","googleuninum-san","Ritchie2019","sixty",60,"षष्टिः","ssssttih",NA,NA,"6⋅10′′","","","RE-GLOSSED","6⋅10′′","6⋅10","abs(6*10)",1,60,TRUE,"6⋅10"
"16174",62,"googleuninum-san-sixtyone-1","googleuninum-san","Ritchie2019","sixtyone",61,"एक षष्टिः","ekssssttih",NA,NA,"1+(6⋅10′′)","","","RE-GLOSSED","1+(6⋅10′′)","1+6⋅10","1+abs(abs(6*10))",1,61,TRUE,"1+(6⋅10)"
"16175",63,"googleuninum-san-sixtytwo-1","googleuninum-san","Ritchie2019","sixtytwo",62,"द्वा षष्टिः","dvaassssttih",NA,NA,"2+(6⋅10′′)","","","RE-GLOSSED","2+(6⋅10′′)","2+6⋅10","2+abs(abs(6*10))",1,62,TRUE,"2+(6⋅10)"
"16176",64,"googleuninum-san-sixtythree-1","googleuninum-san","Ritchie2019","sixtythree",63,"त्रि षष्टिः","trissssttih",NA,NA,"3+(6⋅10′′)","","","RE-GLOSSED","3+(6⋅10′′)","3+6⋅10","3+abs(abs(6*10))",1,63,TRUE,"3+(6⋅10)"
"16177",65,"googleuninum-san-sixtyfour-1","googleuninum-san","Ritchie2019","sixtyfour",64,"चतुष् षष्टिः","ctussssssttih",NA,NA,"4+(6⋅10′′)","","","RE-GLOSSED","4+(6⋅10′′)","4+6⋅10","4+abs(abs(6*10))",1,64,TRUE,"4+(6⋅10)"
"16178",66,"googleuninum-san-sixtyfive-1","googleuninum-san","Ritchie2019","sixtyfive",65,"पञ्च षष्टिः","pnycssssttih",NA,NA,"5+(6⋅10′′)","","","RE-GLOSSED","5+(6⋅10′′)","5+6⋅10","5+abs(abs(6*10))",1,65,TRUE,"5+(6⋅10)"
"16179",67,"googleuninum-san-sixtysix-1","googleuninum-san","Ritchie2019","sixtysix",66,"षट् षष्टिः","ssttssssttih",NA,NA,"6+(6⋅10′′)","","","RE-GLOSSED","6+(6⋅10′′)","6+6⋅10","6+abs(abs(6*10))",1,66,TRUE,"6+(6⋅10)"
"16180",68,"googleuninum-san-sixtyseven-1","googleuninum-san","Ritchie2019","sixtyseven",67,"सप्त षष्टिः","sptssssttih",NA,NA,"7+(6⋅10′′)","","","RE-GLOSSED","7+(6⋅10′′)","7+6⋅10","7+abs(abs(6*10))",1,67,TRUE,"7+(6⋅10)"
"16181",69,"googleuninum-san-sixtyeight-1","googleuninum-san","Ritchie2019","sixtyeight",68,"अष्ट षष्टिः","assttssssttih",NA,NA,"8+(6⋅10′′)","","","RE-GLOSSED","8+(6⋅10′′)","8+6⋅10","8+abs(abs(6*10))",1,68,TRUE,"8+(6⋅10)"
"16182",70,"googleuninum-san-sixtynine-1","googleuninum-san","Ritchie2019","sixtynine",69,"नव षष्टिः","nvssssttih",NA,NA,"9+(6⋅10′′)","","","RE-GLOSSED","9+(6⋅10′′)","9+6⋅10","9+abs(abs(6*10))",1,69,TRUE,"9+(6⋅10)"
"16183",71,"googleuninum-san-seventy-1","googleuninum-san","Ritchie2019","seventy",70,"सप्ततिः","spttih",NA,NA,"7⋅10′′","","","RE-GLOSSED","7⋅10′′","7⋅10","abs(7*10)",1,70,TRUE,"7⋅10"
"16184",72,"googleuninum-san-seventyone-1","googleuninum-san","Ritchie2019","seventyone",71,"एक सप्ततिः","ekspttih",NA,NA,"1+(7⋅10′′)","","","RE-GLOSSED","1+(7⋅10′′)","1+7⋅10","1+abs(abs(7*10))",1,71,TRUE,"1+(7⋅10)"
"16185",73,"googleuninum-san-seventytwo-1","googleuninum-san","Ritchie2019","seventytwo",72,"द्वि सप्ततिः","dvispttih",NA,NA,"2+(7⋅10′′)","","","RE-GLOSSED","2+(7⋅10′′)","2+7⋅10","2+abs(abs(7*10))",1,72,TRUE,"2+(7⋅10)"
"16186",74,"googleuninum-san-seventythree-1","googleuninum-san","Ritchie2019","seventythree",73,"त्रि सप्ततिः","trispttih",NA,NA,"3+(7⋅10′′)","","","RE-GLOSSED","3+(7⋅10′′)","3+7⋅10","3+abs(abs(7*10))",1,73,TRUE,"3+(7⋅10)"
"16187",75,"googleuninum-san-seventyfour-1","googleuninum-san","Ritchie2019","seventyfour",74,"चतुस् सप्ततिः","ctusspttih",NA,NA,"4+(7⋅10′′)","","","RE-GLOSSED","4+(7⋅10′′)","4+7⋅10","4+abs(abs(7*10))",1,74,TRUE,"4+(7⋅10)"
"16188",76,"googleuninum-san-seventyfive-1","googleuninum-san","Ritchie2019","seventyfive",75,"पञ्च सप्ततिः","pnycspttih",NA,NA,"5+(7⋅10′′)","","","RE-GLOSSED","5+(7⋅10′′)","5+7⋅10","5+abs(abs(7*10))",1,75,TRUE,"5+(7⋅10)"
"16189",77,"googleuninum-san-seventysix-1","googleuninum-san","Ritchie2019","seventysix",76,"षड् सप्ततिः","ssddspttih",NA,NA,"6+(7⋅10′′)","","","RE-GLOSSED","6+(7⋅10′′)","6+7⋅10","6+abs(abs(7*10))",1,76,TRUE,"6+(7⋅10)"
"16190",78,"googleuninum-san-seventyseven-1","googleuninum-san","Ritchie2019","seventyseven",77,"सप्त सप्ततिः","sptspttih",NA,NA,"7+(7⋅10′′)","","","RE-GLOSSED","7+(7⋅10′′)","7+7⋅10","7+abs(abs(7*10))",1,77,TRUE,"7+(7⋅10)"
"16191",79,"googleuninum-san-seventyeight-1","googleuninum-san","Ritchie2019","seventyeight",78,"अष्ट सप्ततिः","assttspttih",NA,NA,"8+(7⋅10′′)","","","RE-GLOSSED","8+(7⋅10′′)","8+7⋅10","8+abs(abs(7*10))",1,78,TRUE,"8+(7⋅10)"
"16192",80,"googleuninum-san-seventynine-1","googleuninum-san","Ritchie2019","seventynine",79,"नव सप्ततिः","nvspttih",NA,NA,"9+(7⋅10′′)","","","RE-GLOSSED","9+(7⋅10′′)","9+7⋅10","9+abs(abs(7*10))",1,79,TRUE,"9+(7⋅10)"
"16193",81,"googleuninum-san-eighty-1","googleuninum-san","Ritchie2019","eighty",80,"अशीतिः","ashiitih",NA,NA,"8⋅10′′","","","RE-GLOSSED","8⋅10′′","8⋅10","abs(8*10)",1,80,TRUE,"8⋅10"
"16194",82,"googleuninum-san-eightyone-1","googleuninum-san","Ritchie2019","eightyone",81,"एका शीतिः","ekaashiitih",NA,NA,"1+(8⋅10′′)","","","RE-GLOSSED","1+(8⋅10′′)","1+8⋅10","1+abs(abs(8*10))",1,81,TRUE,"1+(8⋅10)"
"16195",83,"googleuninum-san-eightytwo-1","googleuninum-san","Ritchie2019","eightytwo",82,"द्व शीतिः","dvshiitih",NA,NA,"2+(8⋅10′′)","","","RE-GLOSSED","2+(8⋅10′′)","2+8⋅10","2+abs(abs(8*10))",1,82,TRUE,"2+(8⋅10)"
"16196",84,"googleuninum-san-eightythree-1","googleuninum-san","Ritchie2019","eightythree",83,"त्र्य शीतिः","tryshiitih",NA,NA,"3+(8⋅10′′)","","","RE-GLOSSED","3+(8⋅10′′)","3+8⋅10","3+abs(abs(8*10))",1,83,TRUE,"3+(8⋅10)"
"16197",85,"googleuninum-san-eightyfour-1","googleuninum-san","Ritchie2019","eightyfour",84,"चतुर शीतिः","cturshiitih",NA,NA,"4+(8⋅10′′)","","","RE-GLOSSED","4+(8⋅10′′)","4+8⋅10","4+abs(abs(8*10))",1,84,TRUE,"4+(8⋅10)"
"16198",86,"googleuninum-san-eightyfive-1","googleuninum-san","Ritchie2019","eightyfive",85,"पञ्चा शीतिः","pnycaashiitih",NA,NA,"5+(8⋅10′′)","","","RE-GLOSSED","5+(8⋅10′′)","5+8⋅10","5+abs(abs(8*10))",1,85,TRUE,"5+(8⋅10)"
"16199",87,"googleuninum-san-eightysix-1","googleuninum-san","Ritchie2019","eightysix",86,"षड शीतिः","ssddshiitih",NA,NA,"6+(8⋅10′′)","","","RE-GLOSSED","6+(8⋅10′′)","6+8⋅10","6+abs(abs(8*10))",1,86,TRUE,"6+(8⋅10)"
"16200",88,"googleuninum-san-eightyseven-1","googleuninum-san","Ritchie2019","eightyseven",87,"सप्ता शीतिः","sptaashiitih",NA,NA,"7+(8⋅10′′)","","","RE-GLOSSED","7+(8⋅10′′)","7+8⋅10","7+abs(abs(8*10))",1,87,TRUE,"7+(8⋅10)"
"16201",89,"googleuninum-san-eightyeight-1","googleuninum-san","Ritchie2019","eightyeight",88,"अष्टा शीतिः","assttaashiitih",NA,NA,"8+(8⋅10′′)","","","RE-GLOSSED","8+(8⋅10′′)","8+8⋅10","8+abs(abs(8*10))",1,88,TRUE,"8+(8⋅10)"
"16202",90,"googleuninum-san-eightynine-1","googleuninum-san","Ritchie2019","eightynine",89,"नवा शीतिः","nvaashiitih",NA,NA,"9+(8⋅10′′)","","","RE-GLOSSED","9+(8⋅10′′)","9+8⋅10","9+abs(abs(8*10))",1,89,TRUE,"9+(8⋅10)"
"16203",91,"googleuninum-san-ninety-1","googleuninum-san","Ritchie2019","ninety",90,"नवतिः","nvtih",NA,NA,"9⋅10′′","","","RE-GLOSSED","9⋅10′′","9⋅10","abs(9*10)",1,90,TRUE,"9⋅10"
"16204",92,"googleuninum-san-ninetyone-1","googleuninum-san","Ritchie2019","ninetyone",91,"एक नवतिः","eknvtih",NA,NA,"1+(9⋅10′′)","","","RE-GLOSSED","1+(9⋅10′′)","1+9⋅10","1+abs(abs(9*10))",1,91,TRUE,"1+(9⋅10)"
"16205",93,"googleuninum-san-ninetytwo-1","googleuninum-san","Ritchie2019","ninetytwo",92,"द्वि नवतिः","dvinvtih",NA,NA,"2+(9⋅10′′)","","","RE-GLOSSED","2+(9⋅10′′)","2+9⋅10","2+abs(abs(9*10))",1,92,TRUE,"2+(9⋅10)"
"16206",94,"googleuninum-san-ninetythree-1","googleuninum-san","Ritchie2019","ninetythree",93,"त्रि नवतिः","trinvtih",NA,NA,"3+(9⋅10′′)","","","RE-GLOSSED","3+(9⋅10′′)","3+9⋅10","3+abs(abs(9*10))",1,93,TRUE,"3+(9⋅10)"
"16207",95,"googleuninum-san-ninetyfour-1","googleuninum-san","Ritchie2019","ninetyfour",94,"चतुर् नवतिः","cturnvtih",NA,NA,"4+(9⋅10′′)","","","RE-GLOSSED","4+(9⋅10′′)","4+9⋅10","4+abs(abs(9*10))",1,94,TRUE,"4+(9⋅10)"
"16208",96,"googleuninum-san-ninetyfive-1","googleuninum-san","Ritchie2019","ninetyfive",95,"पञ्च नवतिः","pnycnvtih",NA,NA,"5+(9⋅10′′)","","","RE-GLOSSED","5+(9⋅10′′)","5+9⋅10","5+abs(abs(9*10))",1,95,TRUE,"5+(9⋅10)"
"16209",97,"googleuninum-san-ninetysix-1","googleuninum-san","Ritchie2019","ninetysix",96,"षण् नवतिः","ssnnnvtih",NA,NA,"6+(9⋅10′′)","","","RE-GLOSSED","6+(9⋅10′′)","6+9⋅10","6+abs(abs(9*10))",1,96,TRUE,"6+(9⋅10)"
"16210",98,"googleuninum-san-ninetyseven-1","googleuninum-san","Ritchie2019","ninetyseven",97,"सप्त नवतिः","sptnvtih",NA,NA,"7+(9⋅10′′)","","","RE-GLOSSED","7+(9⋅10′′)","7+9⋅10","7+abs(abs(9*10))",1,97,TRUE,"7+(9⋅10)"
"16211",99,"googleuninum-san-ninetyeight-1","googleuninum-san","Ritchie2019","ninetyeight",98,"अष्ट नवतिः","assttnvtih",NA,NA,"8+(9⋅10′′)","","","RE-GLOSSED","8+(9⋅10′′)","8+9⋅10","8+abs(abs(9*10))",1,98,TRUE,"8+(9⋅10)"
"16212",100,"googleuninum-san-ninetynine-1","googleuninum-san","Ritchie2019","ninetynine",99,"नव नवतिः","nvnvtih",NA,NA,"9+(9⋅10′′)","","","RE-GLOSSED","9+(9⋅10′′)","9+9⋅10","9+abs(abs(9*10))",1,99,TRUE,"9+(9⋅10)"
"16213",101,"googleuninum-san-hundred-1","googleuninum-san","Ritchie2019","hundred",100,"शतम्","shtm",NA,NA,"100","","","RE-GLOSSED","100","100","100",1,100,TRUE,"100"
"16214",102,"googleuninum-san-thousand-1","googleuninum-san","Ritchie2019","thousand",1000,"सहस्रम्","shsrm",NA,NA,"1000","","","RE-GLOSSED","1000","1000","1000",1,1000,TRUE,"1000"
"16215",103,"googleuninum-san-tenthousand-1","googleuninum-san","Ritchie2019","tenthousand",10000,"दश सहस्रम्","dshshsrm",NA,NA,"10[⋅]1000","Should this be अ॒युत॑ /ayúta/ 10000 ?","","RE-GLOSSED","10[⋅]1000","10⋅1000","abs(10*1000)",1,10000,TRUE,"10⋅1000"
"16216",104,"googleuninum-san-onehundredthousand-1","googleuninum-san","Ritchie2019","onehundredthousand",100000,"लक्ष","lkss",NA,NA,"100000","","","RE-GLOSSED","100000","100000","100000",1,100000,TRUE,"100000"
"16217",105,"googleuninum-san-onemillion-1","googleuninum-san","Ritchie2019","onemillion",1000000,"प्रयुतम्","pryutm",NA,NA,"1000000","","","RE-GLOSSED","1000000","1000000","1000000",1,1000000,TRUE,"1000000"
"16218",106,"googleuninum-san-tenmillion-1","googleuninum-san","Ritchie2019","tenmillion",10000000,"दश प्रयुतम्","dshpryutm",NA,NA,"10[⋅]1000000","Should this be कोटि /koṭi/ 10000000 ?","","RE-GLOSSED","10[⋅]1000000","10⋅1000000","abs(10*1000000)",1,10000000,TRUE,"10⋅1000000"
"16219",107,"googleuninum-san-onehundredmillion-1","googleuninum-san","Ritchie2019","onehundredmillion",100000000,"दश कोटिः","dshkottih",NA,NA,"10[⋅]10000000","Should this be अर्बुद /arbuda/ 100000000 ?","","RE-GLOSSED","10[⋅]10000000","10⋅10000000","abs(10*10000000)",1,100000000,TRUE,"10⋅10000000"
"16220",108,"googleuninum-san-billion-1","googleuninum-san","Ritchie2019","billion",1000000000,"शत कोटिः","shtkottih",NA,NA,"100[⋅]10000000","","","RE-GLOSSED","100[⋅]10000000","100⋅10000000","abs(100*10000000)",1,1000000000,TRUE,"100⋅10000000"
"16221",109,"googleuninum-san-tenbillion-1","googleuninum-san","Ritchie2019","tenbillion",10000000000,"दशाधिक शत कोटिः","dshaadhikshtkottih",NA,NA,"10⋅{more?}100[⋅]10000000","","","RE-GLOSSED","10⋅100[⋅]10000000","10⋅100⋅10000000","abs(10*100)*10000000",1,10000000000,TRUE,"10⋅100⋅10000000"
"16222",1,"numerals-sari1246-1-one-1","numerals-sari1246-1","Chan2019","one",1,"ʔiw","iw","","false","1","","","RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"16223",2,"numerals-sari1246-1-two-1","numerals-sari1246-1","Chan2019","two",2,"ðɔu","dou","","false","2","","","RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"16224",3,"numerals-sari1246-1-three-1","numerals-sari1246-1","Chan2019","three",3,"arɔij","aroij","","false","3","","","RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"16225",4,"numerals-sari1246-1-four-1","numerals-sari1246-1","Chan2019","four",4,"t͡savur","tsavur","","false","4","","","RE-GLOSSED","4","4","4",1,4,TRUE,"4"
